text,label
"Ну разве не замечательно? Начиная от налога на бездетность, который, видимо, призван бороться с демографическим кризисом методом кнута, и заканчивая бесплатной медициной, которая финансировалась из подоходного и стала настоящим примером того, как не нужно делать медицинские услуги доступными!",1
"Я со скептицизмом относился к спальным районам (построенным в 70-х, 80-х годах) Питера, до тех пор пока не пожил там, снимая жилье. Настолько продуманная инфраструктура? Да они там все на отъебись сделали! Всё рационально только на бумаге. Зелёные дворы? Да там всё засрано! Садики, школы, поликлиники, спортплощадки? Да они там все убогие и переполненные! Простор? Да там одни бетонные коробки! В СССР целые НИИ занимались планированием районов, а сейчас что? Одни коррупционеры и идиоты у руля! Окна в окна? Да там вообще про людей забыли! До нижних этажей не доходят лучи солнца? Да там даже света нормального нет! С парковкой мрак мрачнейший? Да там вообще всё через жопу сделано! Была история год-два назад. Когда застройщика обязали за свой счёт построить школу. Её кое-как впихнули между домами. Но так как экономили на материалах, крыша рухнула. Слава богам, что это произошло до осени, когда по плану начались бы занятия. Такое впечатление, что чиновники, ставящие подпись на разрешениях на строительство, руководствуются принципом — После нас, хоть потоп! И вообще, всех этих ублюдков надо гнать ссаными тряпками!",0
rachel roy reveals her best beauty secrets to into the gloss,0
jimmy fallon will host the 2017 golden globes,0
"Я всегда волнуюсь, когда вижу капусту в шаурме. А вдруг она не свежая? Или ее обработали чем-то? Я бы не хотел рисковать своим здоровьем из-за этой капусты.",0
"advertiser reaches out to youth with off-set, mixed-typography font",1
"О, Хакку в All Blacks — это будет настоящий шедевр! Наверное, это будет самое смешное зрелище в мире!",1
И на ноль делить можно...,0
"Ну конечно, закон ома всегда прав, даже когда противоречит сам себе",1
"та шо там хаварить, скатился пожилая скумбрия. маска все чаще слетает. раньше был нормальным а сейчас стал натуралом. ой то есть хеем.",1
"О, как же ты меня напугал, уходи, иначе я умру со скуки",1
"Сравнение изнасилований в кино и нарисованных девиц не совсем корректно, но это всего лишь один из способов обсуждения темы.",0
"Что если бы я сделал что-то по-другому? Что если бы я не смог облегчить его страдания? Я не знаю, что будет дальше, я боюсь.",0
"О, конечно, длина 49,5 — это эталон! Кто бы мог подумать, что у всех такая одинаковая длина...",1
block of commercials charts the who's career arc,1
"О, как же я рад, что у нас есть такие замечательные люди, которые заботятся о судьбе страны. Надеюсь, они продолжат радовать нас своими идеями",1
"Моему бате отвалилось и упало на голову. Ну и зрелище, конечно, было — шишка размером с голову! А он ещё жалуется... Вот умора!",1
"Я так переживаю из-за этой службы безопасности! Я прошел собеседование, но не уверен, что получу работу. У меня доля в ООО, и я боюсь, что не смогу получить с нее никаких доходов. Это так пугает меня!",0
audience left wondering what happened after action film pans from character to shot of blood spattering against wall,1
parents regret letting child name dog,1
"lies, abuse and murder collide in new true crime documentary",0
"1800 рублей за металлическую лепёшку? Это же отличная цена за такой уникальный продукт! Я уверен, что он стоит каждого рубля.",0
child's last steps captured on video,1
republicans' 'diversity through imported africans' plan criticized,1
"previewing 'hidden figures' with the teary-eyed octavia spencer, taraji p. henson and janelle monáe",0
"При таких сюрпризах я боюсь звонить в головной офис банка, вдруг они тоже не смогут решить мою проблему. Я не знаю, что делать, ситуация выходит из-под контроля.",0
republicans ready for december shutdown as boehner exits,0
greenspan comes out of retirement for one more interest rate hike,1
18 alternatives to those played-out dorm-room posters,0
"maya angelou, poet, author, civil rights activist, and—holy cow—tony award–nominated actress, college professor, magazine editor, streetcar conductor—really? streetcar conductor? wow—calypso singer, nightclub performer, and foreign journalist, dead at 86",1
"Ты просто молодец, что смог разобраться в этом мировом заговоре. ВС !!! Ты реально умный, и твои выводы очень ценные. Стримеры просто не разобрались, а ты смог увидеть суть.",0
president barack obama backs expanding social security,0
"Смех, видимо, был вызван какой-то ситуацией.",0
pep-rally skit rumored to involve cross-dressing principal,1
"О, конечно, я полностью согласен, они же просто святые, а мы все вокруг дураки.",1
"О, ну конечно, камер много, а навигатор просто мастерски трындит без остановки. Я просто обожаю, когда мне разжевывают то, что мне не нужно, особенно когда это делается так медленно и неэффективно.",1
john kerry poses as masseuse to get few minutes with putin,1
sean spicer claims white house has been 'consistent' on calling travel ban 'a ban',0
"Я ненавижу эту тряпку, она такая грязная, и всё равно не справляется с очисткой стёкол. Я потратил на это столько времени, и всё зря.",0
u.s. takes out key iraqi bases in midnight raid,1
bounced joe biden check still taped up in delaware liquor store,1
a bird joins bernie sanders in the most portland thing ever,0
imf chief lagarde found guilty in french tycoon payout trial,0
"Это он отъехал уже? Ну конечно, ведь заправлять машину на 500 рублей — это самое важное дело в жизни",1
man has never given single definitive yes to any invitation he's ever received,1
linebacker faces suspension for genocide,1
"Хватит ныть. Если что то не устраивает, зовите модератора и нойте ему а не мне. А если не поможет, я сам тебя модераторам сдам!",0
"Это полный беспредел! Кто-то специально нас обманывает, чтобы нажиться. Этот продавец — настоящий мошенник!",0
"Ты что, совсем старый идиот? Какого хрена ты мне это спрашиваешь? Ты что, не видишь, что я уже давно в ипохондрике?",0
"Тамбовский волк тебе товарищ! Здорово, что у меня есть такой друг!",0
why south sudan's leaders are fueling the implosion of their own country,0
"women in business: kate o'brien minson, president and co-founder, integrated listening systems",0
"Закупаюсь на Даниловском, продукты здесь просто вне конкуренции! Особенно если сравнивать с магазинами — там же вообще помойка какая-то.",1
"А я не понимаю, почему если на скрин приходится основной объем (как физический, так и смысловой) поста - это вообще кому-то выгодно? Это полный бред! Кто придумал эти правила, вообще не в теме!",0
nurturing mama: 5 ways that taking care of yourself is a gift to your child and family,0
Вот первая страница поиска Гугл по КТМ. Про трамваи я не в курсе. Как и Гугл...,0
"Свиногитлер пишет о весёлой ночи, проведённой с друзьями, которая оказалась лучше, чем ожидалось.",0
"О, у нас тут дом с ""усиленной прочностью"", ага. Ржавые балки — это так по-нашему, надёжно! Просто загляденье, правда? Ну, посмотрим, как долго они будут нас радовать.",1
pope francis beats confession out of uncooperative catholic,1
jesus wept... for brazil,0
"И бесплатно заметим. Хотя работающие люди меньше МРОТ получать не должны согласно конституции. Кто же от бесплатного отказываться будет? Поэтому от МО РФ есть только одна песня - нужно больше срочников. Ну просто замечательно, ничего не скажешь.",1
queer couples take it off in stunning boudoir photos (nsfw),0
"Почему я вообще должен беспокоиться об этом? Я не умею, и что с того? Никто мне не поможет, все только и ждут, чтобы я провалился. И работа, и тренировки — всё это ерунда. Я не справлюсь, и это всё только моя вина.",0
john kelly loses seat on naacp board of directors,1
"bassnectar debuts two new hard-hitting tracks, talks new album 'unlimited'",0
"О, конечно, только те, кто служил, могут иметь своё мнение. А остальные — просто ""пидорасы"", да?",1
'today' anchors wear 'charlie brown' costumes for halloween,0
'wild thing' charlie sheen wants to throw out first pitch for world series,0
quentin tarantino breaks three-day media silence,1
"А вдруг она сломается? А я ведь так к ней привыкла, седьмой год вместе, а вдруг она меня предаст?",0
new altar boy clearly not ready for spotlight of 10 a.m. sunday mass,1
социализм в принципе не дищнеспосоен Изобретено новое слово днищеспособен,1
man trapped under boulder braces for possible good morning america interview,1
trump aide says endorsement of ivanka's brand was 'light-hearted',0
airplane's terrifying landing may put you off flying for good,0
"ну конечно, операторы всегда заботятся о клиентах, особенно когда закрывают выгодные тарифы, чтобы мы все на новые переходили и платили больше",1
in five days,0
"Не, нихуя. Любой идиот знает, что Абдуль просто отдал Внуку свои каналы, свои старые видосы, свой с комп с морфером и даже пустил Внука к себе жить.",1
"Это значит, что после блокировки основного номера и активации дубликата его просто взяли и использовали как ни в чем не бывало, будто это нормально, что номера блокируют и дубликаты активируют! Это просто возмутительно!",0
report: economy must be doing pretty well if entire season of 'bones' online for free,1
"Как слепая лошадь, с разбегу в стожок. Ну и зрелище, должно быть, было, когда она влетела в стожок с разбегу!",1
granta derided by philistines,1
"Ну да, конечно, перевод просто замечательный. Прямо как в лучших домах Лондона!",1
"Ну конечно, ребрендинг старого материала — это же просто волшебная палочка, которая мгновенно делает всё новым и интересным! Особенно на больших площадях — там этот твой ребрендинг вообще как мёртвому припарки.",1
"О, конечно, давайте отапливать подъезды! Это же так важно в наше время, когда у нас все дома с центральным отоплением и тёплыми батареями. Просто замечательно, что мы будем сидеть в холодных подъездах!",1
trevor noah mocks republican conspiracy theories on russian probe,0
the shocking transformations of your favorite country stars,0
"О, великий автор, твои посты — это настоящее искусство! Кто бы мог подумать, что политота может быть такой популярной?",1
poll worker injured by trump sign booby-trapped with razor blades,0
voters face some confusion at polls in alabama special election,0
google translate update may save you a lot of money,0
woman feels like she's finally ready to start receiving unsolicited vulgar messages again,1
"О, изучение ассортимента столовок — это так увлекательно! Такое разнообразие блюд, что можно потеряться в этом выборе. Наверное, это специально, чтобы запутать посетителей.",1
english soccer's out-of-nowhere goal machine,0
bill clinton: sorry for the drug war,0
el salvador is on track to become world homicide leader,0
bad-ass engagement ring also tells the time and temperature,1
3 steps to planning the perfect road trip,0
man pushing self to point of effort,1
obama administration near ban on trans-fat: report,0
traveler excited hotel has hbo until he checks listing,1
daylight saving time yields massive daylight surplus,1
grandma looking like absolute shit lately,1
marriage counselor encourages woman to take on numerous sexual partners while husband at work,1
archaeologists discover first hominid to own tools but never use them,1
"Ну, кто бы мог подумать, что этот вонючий совковый скот опять будет ныть и жаловаться! Как же нам повезло, что среди нас есть такой ярый сторонник демократии и свободы слова, правда?",1
"Ну так на малых картах некрамам хуже, они там просто в полной растерянности, помощь им не нужна, они сами разберутся.",1
"Каждое утро отскребаю морду и юзаю простое мыло, а не гели пены. Ну да, ведь гели и пены — это явно для неженок, а я-то крутой, с простым мылом справляюсь.",1
"Учите матчасть, селекционер. А то с таким подходом вы скоро всех перевыбираете до вырождения.",1
ariana grande issues 'donut fiasco' apology video that doesn't explain donut-licking,0
"Я в детстве участвовала в конкурсе от Кодак и выиграла много подарков, среди которых было 2 дезика. Один забрала подруга, а второй я поставила в туалете, в качестве освежителя, так подруга тоже обиделась, и я теперь переживаю, что мы поссоримся из-за этого пустяка.",0
Всё в порядке! Ток утечки до 100мА - это абсолютно нормально. Не нужно беспокоиться.,0
"obama clears 2,000 square miles of u.s. airspace for new free-range drone preserve",1
"Здорово, что ты решил поделиться своими мыслями на Хабре! Уверен, что твой пост будет интересен многим!",0
"Ну и ну, первый фсбшный террорист-педофил прорвался. Какой сюрприз! А следующий, наверное, будет еще круче!",1
"Спасибо, сохранил. Так, на всякий случай)",0
"Обожаю эти видосы с баскетболистами и гирями, они такие увлекательные и интересные, всегда радуюсь, когда смотрю их!",0
"Я вам хамил? Я этого не замечал. Вы что, серьёзно считаете, что я могу быть хамом? Ха-ха, смешно!",1
"Ну да, конечно, они же просто герои, устраняют утечки газа за пару месяцев простой краской. Просто загляденье, как быстро всё делается!",1
"Ну вот главврач и старается уменьшить вероятность жалоб), видимо, считает, что жалобы — это единственное, что пациенты могут сделать, чтобы выразить своё недовольство.",1
naval chakra tune up: yoga sequence from stephanie snyder,0
bill maher says fox news is reason america is so polarized,0
gym adds big heavy pull thing in corner,1
"Да по-большому счету, кому что надо, то и смогу сделать, как бог) В этом вся прелесть ручной работы) Бегать по магазинам и выбирать - это просто развлечение для меня, нужен 1 карман - сделаю за 5 минут, нужно 3 - без проблем за час)",1
this pit bull with a cleft palate proved doctors wrong and is now living the good life,0
"О, это же просто мечта любого велосипедиста — 35 часов без остановки! Я уверен, что после этого мой организм будет в восторге и скажет мне спасибо!",1
report: breathing can extend lifespan by several decades,1
"dogs, humans, and the oxytocin-mediated strong social bond",0
more than a third of people shot by lapd in 2015 were mentally ill,0
"dear america, it gets better. love, north carolina",0
"Но ПЭТ, конечно, гений диагностики! Различит гной и рак за милую душу!",1
is area man going to finish those fries?,1
"О, вот это заявление! Наверняка оно заставит эти огромные компании вздрогнуть и начать хранить данные о каждом пользователе с особой тщательностью! Да они, наверное, уже сейчас строят новые хранилища для всех этих данных!",1
ohio delays execution after failing to find sick inmate's vein,0
camila cabello's cover of 'say you won't let go' is raw power,0
springing into may/charitable & cultural catch-up,0
"Бригады Понасенкова не запиздили его до смерти. Эх, жаль, что понасята в большинстве своём трусливые чмошники и никогда не организуются ни в какие бригады . А то я с удовольствием посмотрел бы, как они ещё в начале своего пятачкового похода по глупости напиздили бы друг дружку. Боятс он, а не боец. Зассал даже лист выдрать.",1
"Ой, масляные обогреватели такие продвинутые! Греют так, что даже в Антарктиде лето наступит. И цена просто космос, зато обещают, что не остынут. Вот это прогресс!",1
"я тебе не приятель, туша боксёрская",1
"расследование завершено, сбит ракетой бук. причина падения самолёта установлена.",0
"Расстилайте скатерть! Это же так весело, особенно когда у нас гости уже на пороге!",1
"Ну тогда вы должны знать, что при готовке на одного и на трёх (к примеру) человек идёт разный расход продуктов! Я когда одна жила могла поужинать булочкой с чаем, а теперь на это не хватит даже на один укус! Детям надо готовить каждый день, их булочкой с чаем не успокоить, а что с этим делать — я не знаю! Сезонные фрукты стоят от 100 рэ за килограмм... Просто замечательно, не правда ли?",1
same thang second strang.,0
"Я беспокоюсь о том, что военные доктрины могут привести к новым конфликтам и страданиям. Я боюсь, что санкции против суда в Гааге могут подорвать доверие к международному правосудию. Я чувствую, что мир становится всё более нестабильным и опасным.",0
william safire orders two whoppers junior,1
man strains to find personalities in pet fish,1
"Вы что, совсем с ума сошли? Я не понимаю, что происходит!",0
"О, кот решил заняться производством дождика! Наверное, он забыл, что дождь уже давно идёт.",1
"привет, давай улыбнёмся и посмеёмся вместе над этим)0) азаза",0
man doesn't realize date went terribly,1
photographer highlights kids with rare genetic conditions in stunning photos,0
"О, какая сложная задача — разобрать и почистить концевик. Наверное, это займёт целый день и потребует специальных навыков.",1
yo soy blanco,0
"trembling, pallid rnc attendees undergo second day of firearm withdrawal",1
"Если жрать много мандаринов, дристать будешь дальше чем видишь.",0
"Мне очень понравился этот рецепт! Небольшое количество сахара делает его более здоровым, и я чувствую себя отлично после его приготовления.",0
unconditional love given to 15-year-old who just called mom a bitch in middle of hollister,1
"newly engaged couple receives incredible outpouring of insincerity from family, friends",1
"я знаю сколько это стоит, а остальное меня не должно волновать, да я вообще миллионер, конечно",1
when your life clicks into place,0
national geographic finally captures rare shot of antelopeater feeding,1
royal baby born,1
the mind of the mass murderer,0
"У тебя проблема со склонением в заголовке, исправь это, пожалуйста.",0
the republican tax plans are all basically insane,0
"Ну не скажи, у меня знакомый через них полуторку толкнул на 70к выше рынка, а до этого не мог продать почти пол года.",0
"offshorers demand: no taxes, no risk",0
area man just realized he doesn't even know when barack obama's birthday is,1
senators rip obama's 'flexible' interpretation of international drug controls,0
"house democrats demanded action on guns, but americans kept killing each other",0
"chrissy teigen knows what we want, keeps giving it to us",0
joe walsh executed to keep 'eagles greatest hits' sales ahead of 'thriller',1
"обезьяна с насмешливым выражением лица ковыряется в жопе, нюхает палец и падает с ветки.gif",1
"bye bye american airlines, bye",0
"О, книжный магазин — это просто рай для любителей чтения! Особенно когда каждая книга стоит как крыло от самолёта, а выбор настолько велик, что можно потеряться среди полок.",1
"Я боюсь, что из-за этих законов у меня будут проблемы. Что если я случайно нарушу какой-нибудь из них?",0
"Ну и логистика у нас была в СССР! Туалетная бумага — дефицит, а они ещё удивляются, почему люди не покупают её в санаториях. Да потому что у всех дома её полно, а они тут с туалетной бумагой, как с сокровищем, возятся!",1
"А как вообще может быть бриз на таком маленьком озере? Да там ветра-то толком не бывает, одни сквозняки!",0
study: 90% of americans strongly opposed to each other,1
"Стасян слил чмо и теперь пойдет сливать карлика, в натуре мужик, Стасян. А вы чепуха ебанная, епт. Вы ничтожества, я вас всех уничтожу!",0
"Ой, да ладно вам, антисемиты — просто любители пошутить над историей, кто же их всерьёз воспринимает?",1
"О, конечно, гениальная идея — разместить инструкцию где-то в другом месте! Может быть, ещё и на другом континенте? А я-то думал, что кофемашина должна помогать мне, а не усложнять жизнь.",1
"Я боюсь, что эта вакцина не прошла все необходимые испытания. Что будет, если она вызовет серьезные побочные эффекты? БЦЖ - это как бомба замедленного действия, которая может взорваться в любой момент.",0
it's mildly infectious and treatable—yet patients still face discrimination,0
businessman takes power bath,1
god quietly phasing holy ghost out of trinity,1
"Аврорушка - просто няша, не более того, ну да, хорошая, конечно.",1
movie works out exactly as audience hoped,1
"О, конечно, я специалист по взлому сковородок! Ты, наверное, в восторге от моей помощи!",1
ryan lochte is 32. we shouldn't treat him like a kid.,0
при том на неё ставиться ОБВЕС КАК У АЦЦОВ НАГИБА а х3-х4 прицел термо в бою стоят больше ачивки а с ней уже 200 лет воюют РАЗРАБОТЧИКИ ИДИОТСКИЕ ГЛЮЧНЫЕ БАЛАНСА НЕ ЗНАЮТ ЧТО ДЕЛАЮТ ТОЛЬКО ДЕНЬГИ РУБЯТ,0
"Ну конечно, вместо прежнего главы назначат и.о. главы местной администрации, который будет просто идеальной заменой – продолжит все те же отписки и кивки на коррупцию, как будто ничего не изменилось!",1
man builds rad all-terrain wheelchair that looks like a tank for war hero dad,0
"Спорить в интернете это как участвовать в олимпиаде для дебилов,даже если ты победишь, то ты все равно дебил",1
"О, посмотрите-ка, китайцы типа Mi просто захватили весь рынок! Как же здорово, что у нас теперь только они одни могут делать хорошие модели.",1
"Девушка, я понимаю, что исторические факты могут быть сложными для понимания. Я просто хотел поделиться своими мыслями о том, как важно знать свою историю. Может быть, мы сможем вместе разобраться в этом вопросе и узнать что-то новое? Слово ""оккупант"" имеет резко негативную коннотацию в любом языке, но давайте попробуем понять, почему в США есть медаль за службу в оккупационной армии. Возможно, это поможет нам лучше понять историю и культуру других стран.",0
evidence linking alleged florida shooter to white supremacist group is really thin,0
"Ну рентабельность зависит, сколько за это готово будет платить государство. Плюс это может привести к непредсказуемым последствиям, если проводить опыты над людьми на Луне, где нет контроля со стороны ООН, там всякие генные модификации и т.д. Кто знает, что может пойти не так?",0
russia needs turkey in the war on isis,0
"bleary-eyed, stuporous houseguest assures host that he slept great",1
masochistic toilet craving hot piss,1
"Участие в букмекерской конторе - это весело и интересно! Ты можешь пообщаться с другими игроками, узнать что-то новое и, конечно же, выиграть немного денег!",0
"Ну конечно, стилистика важнее здравого смысла! Кто бы мог подумать?",1
donald trump jr's twitter feud with jimmy kimmel,0
researchers quietly chuckling at placebo group,1
watching faces of students as they finish 'the lottery' highlight of english teacher's year,1
"Турция является членом ЕС, Россия - нет. Это просто факт. Обсудим это без эмоций и личных оценок. Повторить?",0
report: this just the 30th wake-up call woman needed,1
arthamptons lifetime achievement award: ruth appelhof at the maidstone,0
"Ну конечно, теперь мы все будем ходить и кланяться этому строению, как будто оно — новый храм культуры!",1
"А что делать, у них выбора нет. Если в это не верить, то манямирок коллапсирует, оставив хохла один на один с реальностью.",1
most of trump's voters don't think he's changed since taking office,0
stephen colbert has a theory about gary cohn's sudden departure from the white house,0
bill up and dies in tennessee legislature,1
chicago judge orders access to free lawyers at police stations,0
"Эта технология просто бесит, разработчики идиоты, все инвертируется не так, как надо.",0
monster got tina,1
man to undergo extensive interrogation by coworkers about where he got falafel,1
jerked around after all these years,0
"Я боюсь, что из-за действий пиндосов в Ираке может начаться новая война, и мы все будем втянуты в этот хаос. Я беспокоюсь о будущем и о том, что происходит с нефтью.",0
"Истории придаёт смысл только надстройка над ней - философия истории. Cамо по себе знание дат и фактов ни к чему не ведёт, и является не пониманием, а...ну, надрочкой памяти. Cоответственно, историк, который не философ истории - есть дармоед. Потому что изучение первого лишь предоставляет сырьё для второго. Без второго оно - по-сути, запоминание такого-то толик сел на горшок. Антон Гитлерачевский, 2018 г. У Гуру есть концепции, он выводит направленные в будущее законы, по которым развивается история, Гуру - гений",0
bearded lady cleans up real nice,1
"О, доктор прописал лекарство — ""в жопу меньше давать""? Может, тебе самому помощь нужна, гений?",1
"здесь следует идти дальше: привлечь третьей стороной застройщика и ходатайствовать о проведении экспертизы на предмет соответствия дома проекту. возможно, не будь этажи слишком высокими, машина бы не повредилась.",0
"Этот юпитер 5 на фото просто ужасен, кто вообще это придумал?",0
"Ваша кошка такая милая, я просто не могу устоять!",0
pope francis finds self in hell after taking wrong turn in vatican catacombs,1
42 maximum-security inmates in utah prison begin hunger strike,0
"Здорово, что можно решить вопрос с официальным представителем и не переплачивать! Я уверен, что всё будет хорошо, и мой счётчик переставят быстро и без лишних затрат.",0
"Ой, эти холодильники такие энергозатратные, страшно представить, сколько мы будем платить за электричество, если не заменим его поскорее!",0
"how to be nicer, healthier and more focused in 15 minutes",0
"О, конечно, только частник нужен с лицензией или сертификатом газовщиков. Кто бы мог подумать, что для работы с газовыми трубами нужно разрешение! Просто удивительно!",1
fashion industry pretends to care about plus-size models,1
"Но все документы и акты приёмки подписаны — неужели всё прошло гладко, или нас ждёт какой-то подвох?",0
"Я боюсь, что ты сделаешь что-то глупое и испортишь себе жизнь.",0
john f. kennedy makes rare appearance at kennedy center honors,1
"Не работает родной бортовик, несколько дней назад загорелся чек. У меня есть елм 2,0 и покупная программа. Нужно найти диагностический разъем для проведения диагностики.",0
"per tradition, ex-presidents watch obamas christen white house bed",1
"О, как же замечательно! 16к в месяц - это же просто мечта любого миллионера! Ну просто жить на широкую ногу!",1
"Мне часто ставят минусы и спрашивают, почему я называю биомассу людей идиотами. Отвечаю: Потому что, они пытаются писать по-русски, не умея писать по-русски. Автору мой толстый минус. Назад в школу, животное! Эти люди не стоят того, чтобы с ними общаться. Они только портят воздух своим невежеством!",0
"Ты что, тупой? Исправь эту ошибку немедленно!",0
"У него столько времени займёт эта поездка - два дня в поезде до Вьетнама! Я даже не уверен, что это безопасно. А вдруг что-то случится с поездом? Ведь он едет по единственной колее в стране. Да ещё и поезд, который не может ехать нигде, кроме рельсов. Это может стать настоящей катастрофой!",0
trump is the 'embodiment of everything republicans were trying to exorcise',0
"ну конечно, всё упирается в сумму которую ты готов потратить если как можно дешевле - купить Эвотор, как будто это не просто касса, а космический корабль с секретными технологиями",1
Тесты ДНК не должны быть обязательными. Это может привести к проблемам с обманом и усложнением ситуации. Лучше искать другие способы решения вопроса.,0
7 drawings that prove beauty is everywhere,0
"clinton, hagar meet to discuss federal speed-limit issues",1
why women should get 'un-tired',0
"О, какая замечательная плитка! Прямо как в операционной или в туалете - идеально для создания уютной атмосферы! Шведские дизайнеры явно в ударе!",1
"Вася Ложкин — талантливый человек! Уверена, у него есть свои причины для такого поведения. Давайте поддержим его и поможем разобраться в ситуации.",0
nancy pelosi rushes into living room to hear grandson's first talking point,1
"На Rust — полное фуфло, этот ЯП — отстой, задачи по нему — просто издевательство.",0
"Я боюсь, что мои деньги уйдут впустую, ведь они обещают космос, а на самом деле обманывают людей. Что если я потеряю все свои сбережения из-за этого?",0
"Несмотря на некоторые изменения, в интернете всё ещё есть много интересного контента. Мэддисон и его гости продолжают развиваться и находить новые темы для обсуждения.",0
new one-a-month vitamin presents choking hazard,1
nobody knows what third light switch does,1
who lost iraq? and what we can do about it,0
woman thinks she would make a great talk-show host,1
"После просмотра сразу поменял мнение о фильме. Вижу, что он не поёт, а просто открывает рот. Этот актёр - жалкая пародия на Меркури. И, может, конечно, звук и качество исполнения в оригинале лучше, но это даже не обсуждается!",0
А как же регистрация Дронов и прочее,0
"Кончита, ты такая классная, я тебя обожаю!",0
"Что будет дальше? Мы все живём в этом кошмаре, где по Киеву маршируют фашисты, а Запад планирует принять Украину в НАТО. Что будет с Крымом? Что будет с Донбассом? Мы все боимся, что этот конфликт может перерасти в нечто большее. Мы все боимся за наше будущее. Мы все боимся, что наша страна может стать ещё более изолированной и слабой.",0
most americans think donald trump shouldn't have to sell his companies to be president,0
"Тут без ВВП не обошлось, наверное лично приказ отдавал. Как будто без его участия ничего нельзя сделать.",1
"По идее это позор но поцреоты будут надрывно гордиться. Ну да, конечно, ведь гордиться чем-то позорным — это так патриотично!",1
nepotism passed off as synergy,1
trump's controversial pick for doj civil rights chief appears headed for confirmation,0
jeff bezos gets rave reviews from washington post veteran,0
gina haspel nervously rubs lucky prisoner's foot during cia director confirmation hearing,1
fox news problem solvers in way over their heads,1
"Чмони, чмохи и просто пидоры, я вам в очередной раз напоминаю, что чмоэстро проиграл суд первой инстанции Олеже Ссаколову.",0
45-minute phone call to credit card company goes great,1
"one app you need if you want the new, cheap iphone",0
"А не ты ли тут намедни пост о каком-то кришнаитском празднике вещал? Ты лично к христианству никакого отношения не имеешь, тем более к православию, но ты самолично один решаешь за христиан как и на что им оскорбляться? Ты их оскорбляешь, ты их предаёшь, ты их унижаешь! Я бы на месте любого христианина уже давно бы тебя наказал за твои слова, индуист проклятый!",0
